StationID,Date,Time,Temp,RelHum,Rain,SolarRad
20,04/12/20,11:30,25.6,61,0.00,1114
20,04/12/20,12:00,25.4,58,0.00,1012
20,04/12/20,12:30,26.4,55,0.00,1177
20,04/12/20,13:00,26.7,53,0.00,1123
20,04/12/20,13:30,27.1,44,0.00,1080
20,04/12/20,14:00,26.9,47,0.00,979
20,04/12/20,14:30,27.1,51,0.00,1003
20,04/12/20,15:00,26.8,46,0.00,708
20,04/12/20,15:30,27.3,42,0.00,850
20,04/12/20,16:00,26.9,44,0.00,733
20,04/12/20,16:30,27.1,47,0.00,625
20,04/12/20,17:00,27.0,49,0.00,474
20,04/12/20,17:30,25.8,47,0.00,362
20,04/12/20,18:00,24.6,51,0.00,188
20,04/12/20,18:30,23.5,47,0.00,74
20,04/12/20,19:00,22.6,46,0.00,27
20,04/12/20,19:30,21.5,49,0.00,4
20,04/12/20,20:00,21.2,50,0.00,0
20,04/12/20,20:30,21.7,47,0.00,0
20,04/12/20,21:00,21.0,53,0.00,0
20,04/12/20,21:30,20.2,62,0.00,0
20,04/12/20,22:00,19.5,60,0.00,0
20,04/12/20,22:30,19.0,67,0.00,0
20,04/12/20,23:00,18.6,74,0.00,0
20,04/12/20,23:30,18.3,77,0.00,0
20,05/12/20,00:00,18.0,76,0.00,0
20,05/12/20,0:30,17.7,76,0.00,0
20,05/12/20,1:00,17.3,77,0.00,0
20,05/12/20,1:30,17.1,77,0.00,0
20,05/12/20,2:00,16.8,78,0.00,0
20,05/12/20,2:30,16.7,79,0.00,0
20,05/12/20,3:00,16.6,79,0.00,0
20,05/12/20,3:30,16.6,76,0.00,0
20,05/12/20,4:00,16.4,75,0.00,0
20,05/12/20,4:30,16.2,77,0.00,0
20,05/12/20,5:00,16.1,79,0.00,0
20,05/12/20,5:30,15.9,80,0.00,0
20,05/12/20,6:00,15.9,82,0.00,11
20,05/12/20,6:30,15.7,83,0.00,30
20,05/12/20,7:00,15.7,82,0.00,83
20,05/12/20,7:30,15.7,81,0.00,116
20,05/12/20,8:00,15.4,83,0.00,164
20,05/12/20,8:30,15.8,82,0.00,221
20,05/12/20,9:00,15.7,84,0.00,205
20,05/12/20,9:30,15.5,85,0.00,190
20,05/12/20,10:00,15.4,84,0.00,224
20,05/12/20,10:30,16.3,82,0.00,468
20,05/12/20,11:00,16.9,79,0.00,481
20,05/12/20,11:30,16.8,79,0.00,519
20,05/12/20,12:00,17.2,78,0.00,534
20,05/12/20,12:30,17.9,77,0.00,561
20,05/12/20,13:00,17.8,76,0.00,507
20,05/12/20,13:30,17.8,77,0.00,471
20,05/12/20,14:00,17.5,78,0.00,472
20,05/12/20,14:30,17.4,78,0.00,354
20,05/12/20,15:00,17.8,76,0.00,405
20,05/12/20,15:30,17.9,74,0.00,437
20,05/12/20,16:00,18.3,73,0.00,410
20,05/12/20,16:30,18.3,73,0.00,311
20,05/12/20,17:00,17.8,74,0.00,237
20,05/12/20,17:30,17.5,75,0.00,164
20,05/12/20,18:00,17.3,76,0.00,144
20,05/12/20,18:30,16.9,76,0.00,99
20,05/12/20,19:00,16.6,76,0.00,31
20,05/12/20,19:30,16.1,77,0.00,7
20,05/12/20,20:00,15.8,77,0.00,0
20,05/12/20,20:30,15.8,76,0.00,0
20,05/12/20,21:00,15.7,76,0.00,0
20,05/12/20,21:30,15.5,79,0.00,0
20,05/12/20,22:00,15.3,80,0.00,0
20,05/12/20,22:30,15.1,82,0.00,0
20,05/12/20,23:00,15.1,82,0.00,0
20,05/12/20,23:30,15.1,83,0.00,0
20,06/12/20,00:00,15.0,83,0.00,0
20,06/12/20,0:30,15.1,82,0.00,0
20,06/12/20,1:00,15.0,81,0.00,0
20,06/12/20,1:30,14.8,82,0.00,0
20,06/12/20,2:00,14.8,81,0.00,0
20,06/12/20,2:30,14.6,82,0.00,0
20,06/12/20,3:00,14.4,83,0.00,0
20,06/12/20,3:30,14.3,84,0.00,0
20,06/12/20,4:00,14.2,84,0.00,0
20,06/12/20,4:30,14.4,85,0.00,0
20,06/12/20,5:00,14.4,85,0.00,0
20,06/12/20,5:30,14.4,84,0.00,1
20,06/12/20,6:00,14.3,86,0.00,12
20,06/12/20,6:30,14.6,85,0.00,64
20,06/12/20,7:00,14.8,85,0.00,117
20,06/12/20,7:30,15.5,83,0.00,181
20,06/12/20,8:00,15.8,83,0.00,229
20,06/12/20,8:30,16.2,81,0.00,339
20,06/12/20,9:00,16.5,81,0.00,366
20,06/12/20,9:30,15.8,84,0.00,314
20,06/12/20,10:00,16.7,79,0.00,503
20,06/12/20,10:30,16.7,79,0.00,421
20,06/12/20,11:00,17.0,79,0.00,411
20,06/12/20,11:30,18.2,78,0.00,523
20,06/12/20,12:00,17.2,79,0.00,447
20,06/12/20,12:30,17.3,79,0.00,363
20,06/12/20,13:00,17.2,81,0.00,268
20,06/12/20,13:30,16.9,82,0.00,229
20,06/12/20,14:00,16.9,84,0.00,213
20,06/12/20,14:30,17.1,84,0.00,260
20,06/12/20,15:00,17.2,84,0.00,252
20,06/12/20,15:30,16.8,85,0.00,209
20,06/12/20,16:00,17.1,85,0.00,257
20,06/12/20,16:30,17.3,85,0.00,294
20,06/12/20,17:00,17.1,85,0.00,252
20,06/12/20,17:30,16.9,87,0.00,192
20,06/12/20,18:00,16.7,87,0.00,151
20,06/12/20,18:30,16.6,87,0.00,120
20,06/12/20,19:00,16.2,89,0.00,40
20,06/12/20,19:30,15.9,90,0.00,9
20,06/12/20,20:00,15.9,91,0.00,0
20,06/12/20,20:30,15.9,91,0.00,0
20,06/12/20,21:00,15.8,91,0.00,0
20,06/12/20,21:30,15.8,92,0.00,0
20,06/12/20,22:00,15.7,92,0.00,0
20,06/12/20,22:30,15.7,92,0.00,0
20,06/12/20,23:00,15.6,92,0.00,0
20,06/12/20,23:30,15.6,93,0.00,0
20,07/12/20,00:00,15.6,93,0.00,0
20,07/12/20,0:30,15.6,93,0.00,0
20,07/12/20,1:00,15.7,93,0.00,0
20,07/12/20,1:30,15.8,93,0.00,0
20,07/12/20,2:00,15.8,93,0.00,0
20,07/12/20,2:30,15.7,93,0.00,0
20,07/12/20,3:00,15.9,93,0.00,0
20,07/12/20,3:30,15.7,93,0.00,0
20,07/12/20,4:00,15.6,93,0.00,0
20,07/12/20,4:30,15.7,94,0.00,0
20,07/12/20,5:00,15.7,94,0.00,0
20,07/12/20,5:30,15.7,94,0.00,0
20,07/12/20,6:00,15.7,94,0.00,14
20,07/12/20,6:30,17.1,90,0.00,108
20,07/12/20,7:00,17.2,90,0.00,171
20,07/12/20,7:30,18.0,88,0.00,230
20,07/12/20,8:00,18.6,85,0.00,266
20,07/12/20,8:30,19.4,84,0.00,277
20,07/12/20,9:00,19.3,83,0.00,255
20,07/12/20,9:30,19.4,84,0.00,149
20,07/12/20,10:00,19.5,84,0.00,279
20,07/12/20,10:30,20.0,82,0.00,419
20,07/12/20,11:00,19.6,83,0.00,358
20,07/12/20,11:30,20.2,83,0.00,545
20,07/12/20,12:00,21.7,77,0.00,598
20,07/12/20,12:30,22.4,73,0.00,971
20,07/12/20,13:00,22.2,72,0.00,641
20,07/12/20,13:30,21.5,76,0.00,398
20,07/12/20,14:00,22.4,72,0.00,502
20,07/12/20,14:30,23.2,68,0.00,856
20,07/12/20,15:00,23.2,67,0.00,500
20,07/12/20,15:30,23.3,68,0.00,353
20,07/12/20,16:00,22.8,68,0.00,231
20,07/12/20,16:30,23.4,65,0.00,302
20,07/12/20,17:00,23.3,63,0.00,515
20,07/12/20,17:30,23.8,61,0.00,425
20,07/12/20,18:00,23.2,60,0.00,297
20,07/12/20,18:30,23.1,63,0.00,157
20,07/12/20,19:00,21.3,72,0.00,35
20,07/12/20,19:30,20.1,77,0.00,9
20,07/12/20,20:00,19.0,81,0.00,0
20,07/12/20,20:30,18.8,82,0.00,0
20,07/12/20,21:00,18.2,84,0.00,0
20,07/12/20,21:30,17.9,85,0.00,0
20,07/12/20,22:00,17.6,87,0.00,0
20,07/12/20,22:30,17.7,88,0.00,0
20,07/12/20,23:00,17.8,87,0.00,0
20,07/12/20,23:30,17.7,87,0.00,0
20,08/12/20,00:00,17.7,86,0.00,0
20,08/12/20,0:30,17.4,87,0.00,0
20,08/12/20,1:00,16.8,89,0.00,0
20,08/12/20,1:30,16.6,90,0.00,0
20,08/12/20,2:00,16.2,91,0.00,0
20,08/12/20,2:30,15.4,93,0.00,0
20,08/12/20,3:00,15.1,93,0.00,0
20,08/12/20,3:30,14.6,94,0.00,0
20,08/12/20,4:00,14.8,94,0.00,0
20,08/12/20,4:30,14.7,93,0.00,0
20,08/12/20,5:00,14.6,93,0.00,0
20,08/12/20,5:30,14.9,93,0.00,1
20,08/12/20,6:00,14.9,93,0.00,20
20,08/12/20,6:30,15.1,93,0.00,63
20,08/12/20,7:00,15.5,92,0.00,139
20,08/12/20,7:30,15.9,91,0.00,168
20,08/12/20,8:00,17.0,87,0.00,263
20,08/12/20,8:30,17.4,87,0.00,310
20,08/12/20,9:00,19.7,79,0.00,624
20,08/12/20,9:30,21.2,73,0.00,807
20,08/12/20,10:00,22.1,72,0.00,824
20,08/12/20,10:30,23.4,62,0.00,902
20,08/12/20,11:00,23.4,62,0.00,873
20,08/12/20,11:30,23.9,59,0.00,874
20,08/12/20,12:00,24.3,57,0.00,1298
20,08/12/20,12:30,24.1,58,0.00,1049
20,08/12/20,13:00,24.8,60,0.00,1077
20,08/12/20,13:30,25.5,55,0.00,1132
20,08/12/20,14:00,25.6,53,0.00,970
20,08/12/20,14:30,25.8,50,0.00,1028
20,08/12/20,15:00,25.8,51,0.00,949
20,08/12/20,15:30,26.2,51,0.00,882
20,08/12/20,16:00,25.8,54,0.00,778
20,08/12/20,16:30,25.8,55,0.00,616
20,08/12/20,17:00,25.9,49,0.00,538
20,08/12/20,17:30,25.7,51,0.00,422
20,08/12/20,18:00,25.6,54,0.00,301
20,08/12/20,18:30,24.8,57,0.00,160
20,08/12/20,19:00,23.6,62,0.00,35
20,08/12/20,19:30,22.8,66,0.00,9
20,08/12/20,20:00,21.3,72,0.00,0
20,08/12/20,20:30,19.9,79,0.00,0
20,08/12/20,21:00,19.3,80,0.00,0
20,08/12/20,21:30,19.5,80,0.00,0
20,08/12/20,22:00,19.9,79,0.00,0
20,08/12/20,22:30,19.6,81,0.00,0
20,08/12/20,23:00,19.4,83,0.00,0
20,08/12/20,23:30,18.9,85,0.00,0
20,09/12/20,00:00,18.6,85,0.00,0
20,09/12/20,0:30,18.3,85,0.00,0
20,09/12/20,1:00,18.2,84,0.00,0
20,09/12/20,1:30,17.8,85,0.00,0
20,09/12/20,2:00,17.5,86,0.00,0
20,09/12/20,2:30,17.2,87,0.00,0
20,09/12/20,3:00,16.8,89,0.00,0
20,09/12/20,3:30,16.8,89,0.00,0
20,09/12/20,4:00,16.6,91,0.00,0
20,09/12/20,4:30,16.5,90,0.00,0
20,09/12/20,5:00,16.3,91,0.00,0
20,09/12/20,5:30,15.8,91,0.00,2
20,09/12/20,6:00,16.8,90,0.00,26
20,09/12/20,6:30,18.3,86,0.00,129
20,09/12/20,7:00,18.9,86,0.00,263
20,09/12/20,7:30,18.9,86,0.00,370
20,09/12/20,8:00,20.3,80,0.00,486
20,09/12/20,8:30,21.6,75,0.00,607
20,09/12/20,9:00,22.0,72,0.00,735
20,09/12/20,9:30,21.9,72,0.00,770
20,09/12/20,10:00,22.7,66,0.00,828
20,09/12/20,10:30,23.2,65,0.00,856
20,09/12/20,11:00,23.9,56,0.00,1079
20,09/12/20,11:30,24.8,58,0.00,1150
20,09/12/20,12:00,25.1,56,0.00,1186
20,09/12/20,12:30,25.1,59,0.00,943
20,09/12/20,13:00,25.9,51,0.00,1157
20,09/12/20,13:30,25.9,55,0.00,1092
20,09/12/20,14:00,26.2,50,0.00,1060
20,09/12/20,14:30,26.8,48,0.00,1008
20,09/12/20,15:00,26.6,50,0.00,941
20,09/12/20,15:30,26.8,49,0.00,852
20,09/12/20,16:00,27.2,49,0.00,758
20,09/12/20,16:30,26.7,48,0.00,648
20,09/12/20,17:00,26.6,47,0.00,536
20,09/12/20,17:30,26.6,48,0.00,417
20,09/12/20,18:00,26.5,53,0.00,296
20,09/12/20,18:30,25.9,52,0.00,160
20,09/12/20,19:00,24.6,57,0.00,38
20,09/12/20,19:30,23.8,61,0.00,11
20,09/12/20,20:00,22.3,68,0.00,0
20,09/12/20,20:30,21.5,70,0.00,0
20,09/12/20,21:00,21.3,72,0.00,0
20,09/12/20,21:30,21.2,75,0.00,0
20,09/12/20,22:00,20.7,77,0.00,0
