StationID,date,avg_temp_soil_10cm_C,min_temp_soil_10cm_C,max_temp_soil_10cm_C,avg_temp_air_60cm_C,min_temp_air_60cm_C,max_temp_air_60cm_C,avg_temp_air_2m_C,min_temp_air_2m_C,max_temp_air_2m_C,avg_temp_air_10m_C,min_temp_air_10m_C,max_temp_air_10m_C,avg_rh_2m_pct,avg_temp_dp_2m_C,min_temp_dp_2m_C,max_temp_dp_2m_C,sum_rain_2m_inches,avg_wind_speed_10m_mph,wind_speed_max_10m_mph,wind_direction_10m_deg,avg_rfd_2m_wm2,trf_2m_MJm2,ETo_grass_mm,num_observations
330,2014-01-01,18.75,18.34,19.16,15.718,13.79,18.05,16.191,14.27,18.57,15.788,13.92,17.97,93.873,15.19,12.03,17.75,0.144,4.634,8.385,42.964,19.095,1.64979,1.089,96
330,2014-01-02,20.106,18.48,22.06,20.176,16.01,27.5,20.851,16.76,27.92,20.377,16.63,27.06,92.202,19.412,16.1,22.42,0.841,4.409,12.972,198.227,87.942,7.59817,1.639,96
330,2014-01-03,17.556,15.53,20.48,8.525,5.536,16.33,8.832,6.097,16.99,8.362,5.749,16.57,69.456,3.342,-1.52,15.87,0,7.354,12.043,146.79,135.278,11.6881,1.162,96
330,2014-01-04,16.116,14.77,17.52,13.2,6.255,19.43,13.631,6.746,19.48,13.22,6.404,18.81,86.408,11.342,4.42,15.69,0,3.413,6.902,74.342,50.701,4.38056,1.359,96
330,2014-01-05,18.86,16.9,21.57,19.907,14.05,29.66,20.31,14.57,28.49,19.953,14.23,27.76,83.438,17.152,14,20.11,0,2.664,4.991,188.232,127.033,10.9756,1.685,96
330,2014-01-06,19.68,18.03,21.18,15.786,6.124,24.82,16.225,6.499,25.2,15.789,6.121,24.36,79.548,12.398,-4.16,20.63,0,6.409,14.112,271.108,102.018,8.81435,1.636,96
330,2014-01-07,16.163,14.6,17.93,4.31,0.651,8.69,4.519,1.058,7.74,4.025,0.647,7.17,51.231,-5.231,-9.58,-0.05,0,6.43,10.084,150.752,141.045,12.1863,0.807,96
330,2014-01-08,15.24,13.6,17.13,11.278,2.066,18.92,11.636,2.617,19.13,11.149,2.21,18.45,76.21,7.442,-0.14,12.17,0,6.73,12.543,55.102,81.544,7.04538,1.428,96
330,2014-01-09,17.341,16.22,18.58,16.821,13.1,19.75,17.354,13.55,20.27,16.92,13.21,19.63,94.599,16.475,11.57,19.81,0.834,5.91,10.044,58.724,38.862,3.3577,1.263,96
330,2014-01-10,19.947,18.47,22.12,21.148,19.31,26.23,21.696,19.97,25.57,21.271,19.57,24.87,93.591,20.568,19.65,21.93,0.009,2.86,6.535,116.003,101.884,8.80276,1.599,96
330,2014-01-11,21.291,19.89,23.34,22.622,18.65,29.14,23.248,19.36,29.02,22.726,19,27.96,87.621,20.846,18.9,22.7,0.173,3.764,7.406,195.296,104.716,9.04749,1.784,96
330,2014-01-12,19.97,18.22,21.49,16.14,9.76,21.43,16.423,10.59,19.96,16.081,10.5,19.36,72.202,10.589,3.34,18.78,0.009,4.837,8.525,143.346,167.779,14.4961,1.334,96
330,2014-01-13,18.558,16.09,21.33,17.157,8.31,28.39,17.72,9.33,27.23,17.414,9.68,26.38,81.907,14.36,8.12,19.54,0,2.466,5.364,137.772,133.455,11.5305,1.575,96
330,2014-01-14,20.012,19.29,21.15,19.139,13.39,23.52,19.745,13.97,23.27,19.267,13.61,22.57,88.377,17.722,12.74,20.63,0,3.556,7.575,253.805,62.222,5.37599,1.418,96
330,2014-01-15,18.13,16.83,19.22,13.339,9.25,17.56,13.84,9.99,17.66,13.506,9.74,17.08,77.885,9.669,4.97,12.64,0,3.769,7.895,279.256,93.195,8.05205,1.238,96
330,2014-01-16,16.216,14.53,17.71,8.734,3.075,13.39,8.999,3.819,13.37,8.559,3.567,12.99,60.631,0.86,-5.01,11.01,0.054,6.183,10.034,309.835,178.238,15.3998,1.004,96
330,2014-01-17,14.877,12.5,17.61,9.584,1.035,19.23,9.965,2.042,18.1,9.894,2.258,17.41,65.476,3.041,-0.45,8.67,0,2.4,4.976,228.409,158.407,13.6864,1.158,96
330,2014-01-18,15.355,13.65,17.53,9.664,3.758,14.62,9.979,4.929,13.66,9.608,5.28,12.92,52.08,-1.002,-10.32,10.33,0,4.832,9.224,294.305,184.729,15.9606,1.094,96
330,2014-01-19,14.469,11.91,16.95,10.631,1.888,20.22,11.362,3.023,19.85,11.252,3.166,18.91,75.684,6.925,0.86,12.23,0,3.332,8.235,246.705,138.434,11.9607,1.354,96
