StationID,date,avg_temp_soil_10cm_C,min_temp_soil_10cm_C,max_temp_soil_10cm_C,avg_temp_air_60cm_C,min_temp_air_60cm_C,max_temp_air_60cm_C,avg_temp_air_2m_C,min_temp_air_2m_C,max_temp_air_2m_C,avg_temp_air_10m_C,min_temp_air_10m_C,max_temp_air_10m_C,avg_rh_2m_pct,avg_temp_dp_2m_C,min_temp_dp_2m_C,max_temp_dp_2m_C,sum_rain_2m_inches,avg_wind_speed_10m_mph,wind_speed_max_10m_mph,wind_direction_10m_deg,avg_rfd_2m_wm2,trf_2m_MJm2,ETo_grass_mm,num_observations
110,2010-01-01,11.141,10.08,11.77,7.504,2.533,11.17,7.463,2.731,10.5,7.449,2.611,10.3,79.752,4.042,-0.63,7.95,0.009,9.147,15.871,306.696,18.556,1.60323,1.132,96
110,2010-01-02,9.304,8.5,10.11,2.976,-1.073,8.79,2.894,-0.814,8.09,2.84,-0.886,8.07,68.309,-2.525,-5.45,-0.11,0,8.374,14.301,337.389,27.353,2.36326,1.055,96
110,2010-01-03,8.096,7.31,9.02,0.543,-3.595,7.11,0.426,-3.531,6.378,0.43,-3.718,6.457,60.913,-6.608,-7.79,-5.48,0,6.02,10.854,281.609,26.449,2.28521,0.985,96
110,2010-01-04,7.137,6.355,8.01,-0.363,-3.422,5.055,-0.524,-3.325,4.311,-0.646,-3.448,4.196,56.434,-8.326,-11.12,-6.48,0,9.106,12.672,329.593,24.472,2.11437,0.919,96
110,2010-01-05,6.104,5.164,7.05,-1.836,-6.544,4.273,-1.91,-6.448,3.647,-1.853,-6.651,3.68,59.536,-9.071,-10,-7.52,0,7.638,11.283,313.409,28.951,2.50135,0.904,96
110,2010-01-06,5.824,4.706,7.17,-0.655,-6.648,8.28,-0.681,-6.269,7.3,0.171,-6.067,7.66,59.662,-8.184,-10.01,-4.38,0,4.234,9.095,273.26,28.443,2.45745,1.031,96
110,2010-01-07,6.513,5.121,7.97,4.432,-4.219,15.52,4.371,-4.055,15.08,4.663,-2.786,15.12,77.419,0.533,-7.56,9.37,0.18,7.478,17.859,195.423,19.832,1.71352,1.527,96
110,2010-01-08,6.148,5.227,7.36,-1.95,-5.23,1.08,-2.11,-5.253,0.743,-2.315,-5.44,0.539,67.554,-7.392,-9.63,-0.88,0.009,12.113,15.731,335.561,41.872,3.6177,0.768,96
110,2010-01-09,4.883,4.044,5.793,-2.729,-7.5,2.592,-2.895,-7.47,2,-3.075,-7.65,1.871,67.634,-8.161,-10.25,-6.48,0,10.31,14.281,333.196,49.058,4.23861,0.835,96
110,2010-01-10,4.394,3.517,5.429,-2.299,-6.841,4.054,-2.292,-6.738,3.448,-2.242,-6.887,3.307,64.968,-8.381,-9.61,-7.5,0,7.865,14.251,318.665,135.582,11.7143,0.721,96
110,2010-01-11,4.37,3.027,5.937,-0.581,-9.25,9.97,-0.49,-8.83,8.66,0.13,-6.922,9.06,64.509,-6.985,-10.6,-3.41,0,3.82,8.115,261.813,139.532,12.0556,0.835,96
110,2010-01-12,5.257,3.993,6.832,3.943,-2.011,12.55,3.98,-1.462,11.63,4.303,-0.73,11.54,63.829,-2.547,-5.13,0.78,0,7.204,11.523,303.463,133.034,11.4941,1.006,96
110,2010-01-13,5.824,4.405,7.44,2.157,-4.601,13.31,2.111,-4.151,11.9,2.919,-3.532,12.92,70.485,-3.142,-6.26,-0.25,0,3.495,8.515,204.16,135.319,11.6915,0.95,96
110,2010-01-14,6.712,5.419,8.37,5.459,-2.166,17.17,5.537,-1.745,15.73,6.621,-0.484,16.16,75.127,1.033,-3.02,5.1,0,3.798,8.905,130.615,104.057,8.99056,1.189,96
110,2010-01-15,7.532,5.983,9.01,9.095,-0.834,19.91,9.378,-0.002,19.31,10.236,1.648,19.08,78.101,5.474,-1.73,11.29,0.199,7.203,14.042,59.02,96.824,8.36558,1.47,96
110,2010-01-16,10.779,8.95,12.66,15.157,11.43,17.85,15.164,11.41,17.86,15.231,11.56,17.93,94.492,14.285,10.61,16.96,1.716,14.186,24.246,115.706,9.211,0.7958,1.283,96
110,2010-01-17,11.786,11.02,12.66,11.412,9.64,14.88,11.322,9.62,14.87,11.31,9.55,14.89,89.098,9.58,7.81,13.8,0,9.687,18.919,246.207,21.199,1.83157,1.136,96
110,2010-01-18,11.377,10.06,13,10.76,5.352,18.97,10.533,5.264,17.95,10.878,6.242,18.28,86.318,8.174,4.66,10.95,0,3.363,8.525,218.853,94.186,8.13768,1.315,96
110,2010-01-19,11.335,9.84,13,9.912,2.118,19.76,9.756,2.391,18.72,10.172,2.324,18.83,88.423,7.71,1.96,11.71,0,3.628,10.034,176.668,101.297,8.75206,1.38,96
110,2010-01-20,12.254,11.15,13.59,14.093,8.21,20.41,14.08,8.41,19.93,14.107,8.68,19.61,95.303,13.307,7.99,16.55,3.947,7.721,17.54,103.198,36.906,3.1887,1.502,96
